repo_name,trial,source_ncss,test_classes,test_functions,test_ncss,test_javadocs,debug,obfuscate,optimize,parallelgc,num_bytecode_ops,total_unit_test_time,allocated_bytes,jar_file_size_bytes,compile_time_ms
paweln1986-testException-5da0aa8,0,18,3,6,46,0,0,0,1,0,419,1.808,10059680,3979,2315
paweln1986-testException-5da0aa8,1,18,3,6,46,0,0,0,1,0,419,1.904,10059624,3979,2338
paweln1986-testException-5da0aa8,2,18,3,6,46,0,0,0,1,0,419,1.876,10059680,3979,2374
paweln1986-testException-5da0aa8,3,18,3,6,46,0,0,0,1,0,419,2.017,10059680,3979,2391
paweln1986-testException-5da0aa8,4,18,3,6,46,0,0,0,1,0,419,1.864,10059680,3979,2370
paweln1986-testException-5da0aa8,0,18,3,6,46,0,0,1,0,1,419,1.782,10056216,4970,2264
paweln1986-testException-5da0aa8,1,18,3,6,46,0,0,1,0,1,419,1.874,10056216,4966,2258
paweln1986-testException-5da0aa8,2,18,3,6,46,0,0,1,0,1,419,1.83,10056224,4964,2445
paweln1986-testException-5da0aa8,3,18,3,6,46,0,0,1,0,1,419,1.861,10056216,4968,2326
paweln1986-testException-5da0aa8,4,18,3,6,46,0,0,1,0,1,419,1.808,10056216,4969,2298
paweln1986-testException-5da0aa8,0,18,3,6,46,0,1,1,1,0,419,3.528,10061904,4968,4397
paweln1986-testException-5da0aa8,1,18,3,6,46,0,1,1,1,0,419,3.413,10061912,4965,4586
paweln1986-testException-5da0aa8,2,18,3,6,46,0,1,1,1,0,419,3.501,10061880,4965,4199
paweln1986-testException-5da0aa8,3,18,3,6,46,0,1,1,1,0,419,3.712,10061864,4969,4394
paweln1986-testException-5da0aa8,4,18,3,6,46,0,1,1,1,0,419,3.626,10061904,4967,4595
paweln1986-testException-5da0aa8,0,18,3,6,46,0,0,1,1,1,419,1.845,10056224,4967,2370
paweln1986-testException-5da0aa8,1,18,3,6,46,0,0,1,1,1,419,1.863,10056224,4968,2252
paweln1986-testException-5da0aa8,2,18,3,6,46,0,0,1,1,1,419,1.809,10056216,4969,2328
paweln1986-testException-5da0aa8,3,18,3,6,46,0,0,1,1,1,419,1.795,10056216,4968,2278
paweln1986-testException-5da0aa8,4,18,3,6,46,0,0,1,1,1,419,1.887,10056216,4968,2296
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,1,0,1,1532,0.298,4667112,11864,10393
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,1,0,1,1532,0.299,4667112,11865,8090
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,1,0,1,1532,0.46,4667344,11865,8620
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,1,0,1,1532,0.55,4667432,11867,10676
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,1,0,1,1532,0.356,4667112,11863,7602
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,0,1,1,1324,0.273,4667080,11842,8118
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,0,1,1,1324,0.329,4667112,11842,7967
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,0,1,1,1324,0.358,4667408,11842,8112
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,0,1,1,1324,0.34,4667424,11842,7601
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,0,1,1,1324,0.418,4667112,11841,7793
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,0,0,0,1324,0.299,4667080,11842,8042
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,0,0,0,1324,0.555,4667056,11841,8337
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,0,0,0,1324,0.501,4667400,11842,7694
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,0,0,0,1324,0.538,4667080,11842,7959
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,0,0,0,1324,0.45,4667080,11842,9439
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,0,1,0,1324,0.611,4667400,11842,10224
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,0,1,0,1324,0.504,4667080,11842,8883
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,0,1,0,1324,0.432,4667376,11842,7852
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,0,1,0,1324,0.71,4667376,11842,7966
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,0,1,0,1324,0.395,4667080,11842,8054
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,0,0,0,1324,0.422,4654152,10825,8229
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,0,0,0,1324,0.495,4654152,10825,7910
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,0,0,0,1324,0.494,4654152,10825,8603
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,0,0,0,1324,0.392,4654472,10825,7105
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,0,0,0,1324,0.416,4654448,10825,8821
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,1,0,0,1532,0.459,4667400,11864,7374
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,1,0,0,1532,0.508,4667400,11864,8149
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,1,0,0,1532,0.549,4667400,11864,9580
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,1,0,0,1532,0.523,4667400,11865,8198
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,1,0,0,1532,0.352,4667400,11864,7394
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,0,0,1,1324,0.34,4654184,10825,7941
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,0,0,1,1324,0.399,4654160,10825,8090
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,0,0,1,1324,0.386,4654096,10825,7621
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,0,0,1,1324,0.369,4654184,10825,10014
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,0,0,1,1324,0.401,4654504,10825,7846
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,0,1,1,1324,0.377,4654184,10825,7926
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,0,1,1,1324,0.39,4654184,10825,7690
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,0,1,1,1324,0.346,4654184,10825,7985
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,0,1,1,1324,0.431,4654184,10825,8086
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,0,1,1,1324,0.325,4654160,10825,8339
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,0,0,1,1324,0.343,4666712,11842,7567
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,0,0,1,1324,0.429,4667432,11841,7947
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,0,0,1,1324,0.451,4667408,11842,7914
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,0,0,1,1324,0.446,4667432,11841,8221
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,0,0,1,1324,0.281,4667432,11842,7684
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,1,0,0,1532,0.682,4654152,11866,8047
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,1,0,0,1532,0.462,4654448,11865,7377
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,1,0,0,1532,0.386,4654448,11864,7760
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,1,0,0,1532,0.403,4653984,11867,7767
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,1,0,0,1532,0.352,4654128,11864,7998
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,1,1,1,1532,0.623,4667112,11867,9465
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,1,1,1,1532,0.34,4667112,11864,9704
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,1,1,1,1532,0.322,4667112,11865,8087
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,1,1,1,1532,0.45,4667112,11864,8099
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,1,1,1,1532,0.408,4667432,11866,7544
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,1,1,0,1532,0.653,4654472,11864,7809
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,1,1,0,1532,0.481,4654152,11865,10258
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,1,1,0,1532,0.494,4654472,11865,7806
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,1,1,0,1532,0.47,4654464,11864,7660
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,1,1,0,1532,0.499,4654472,11865,7673
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,0,1,0,1324,0.507,4654472,10825,7796
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,0,1,0,1324,0.64,4654472,10824,8016
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,0,1,0,1324,0.387,4654152,10824,7980
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,0,1,0,1324,0.469,4654472,10824,8456
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,0,1,0,1324,0.469,4654152,10825,7836
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,1,0,1,1532,0.385,4654144,11865,9182
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,1,0,1,1532,0.524,4654496,11863,7732
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,1,0,1,1532,0.358,4654184,11865,7838
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,1,0,1,1532,0.353,4654184,11864,7756
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,1,0,1,1532,0.504,4654160,11864,8092
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,1,1,1,0,1532,0.35,4667368,11864,8279
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,1,1,1,0,1532,0.486,4667080,11864,7637
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,1,1,1,0,1532,0.391,4667400,11865,9328
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,1,1,1,0,1532,0.502,4667376,11865,8138
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,1,1,1,0,1532,0.416,4667392,11865,9522
sskalicky-tddTraining-82ce78c,0,154,14,57,333,0,0,1,1,1,1532,0.312,4654184,11864,9254
sskalicky-tddTraining-82ce78c,1,154,14,57,333,0,0,1,1,1,1532,0.36,4654504,11862,9076
sskalicky-tddTraining-82ce78c,2,154,14,57,333,0,0,1,1,1,1532,0.276,4654504,11863,7705
sskalicky-tddTraining-82ce78c,3,154,14,57,333,0,0,1,1,1,1532,0.39,4654184,11867,7726
sskalicky-tddTraining-82ce78c,4,154,14,57,333,0,0,1,1,1,1532,0.373,4654480,11864,7825
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,1,0,1,12264,1.721,228197984,105354,4867
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,1,0,1,12264,1.819,230644432,105352,4780
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,1,0,1,12264,1.933,245809344,105352,5591
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,1,0,1,12264,1.824,229167520,105353,4817
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,1,0,1,12264,1.853,230091352,105349,4785
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,0,1,1,11764,1.862,231737592,121842,4857
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,0,1,1,11764,1.646,227127384,121838,5555
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,0,1,1,11764,1.785,227827736,121842,4836
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,0,1,1,11764,1.816,228716584,121842,4817
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,0,1,1,11764,1.655,244772336,121840,4798
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,0,0,0,11764,1.862,220330880,121842,6791
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,0,0,0,11764,1.953,237837904,121842,4808
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,0,0,0,11764,1.846,223289160,121842,4764
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,0,0,0,11764,1.781,232039200,121842,4838
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,0,0,0,11764,1.803,231994360,121842,4872
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,0,1,0,11764,1.892,227147952,121842,4795
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,0,1,0,11764,1.837,250231432,121842,4807
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,0,1,0,11764,1.816,228278416,121842,4763
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,0,1,0,11764,1.836,222694168,121842,4813
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,0,1,0,11764,1.873,249661880,121842,4791
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,0,0,0,11764,1.843,223854912,121842,4895
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,0,0,0,11764,1.889,223184136,121842,4851
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,0,0,0,11764,1.829,224767624,121842,4836
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,0,0,0,11764,1.848,224301616,121842,4847
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,0,0,0,11764,1.939,243997608,121842,4880
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,1,0,0,12264,1.884,232107664,105355,4846
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,1,0,0,12264,1.868,222584136,105354,4800
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,1,0,0,12264,1.773,231937392,105351,4866
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,1,0,0,12264,2.423,233606912,105354,4808
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,1,0,0,12264,1.784,224585224,105352,4786
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,0,0,1,11764,1.705,225429568,121842,4868
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,0,0,1,11764,1.847,230302192,121842,4809
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,0,0,1,11764,1.688,223959128,121842,4774
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,0,0,1,11764,1.848,235344592,121842,4832
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,0,0,1,11764,1.879,236934064,121842,4785
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,0,1,1,11764,1.851,237145920,121842,4829
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,0,1,1,11764,1.791,229276032,121842,4802
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,0,1,1,11764,1.837,230477088,121842,4848
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,0,1,1,11764,1.73,231261752,121840,4791
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,0,1,1,11764,1.73,228906536,121842,4836
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,0,0,1,11764,1.644,224796568,121842,4765
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,0,0,1,11764,1.79,229623592,121842,4786
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,0,0,1,11764,1.73,229872696,121842,4796
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,0,0,1,11764,1.866,239707480,121842,4750
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,0,0,1,11764,1.828,236739504,121842,5505
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,1,0,0,12264,1.838,232403784,105355,4815
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,1,0,0,12264,1.857,232852240,105353,4848
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,1,0,0,12264,1.876,227448640,105355,4783
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,1,0,0,12264,1.808,224696776,105356,4852
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,1,0,0,12264,1.9,226433472,105353,4823
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,1,1,1,12264,1.69,225009400,105355,5043
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,1,1,1,12264,1.847,235640152,105354,6652
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,1,1,1,12264,1.782,225122688,105351,4817
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,1,1,1,12264,1.682,225683704,105354,5718
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,1,1,1,12264,1.826,232217408,105352,4818
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,1,1,0,12264,1.882,227692048,105353,4870
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,1,1,0,12264,1.851,220326864,105354,4796
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,1,1,0,12264,1.867,223338544,105354,4841
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,1,1,0,12264,1.846,223458936,105355,4802
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,1,1,0,12264,1.819,246554912,105354,4831
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,0,1,0,11764,1.921,227315960,121842,4798
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,0,1,0,11764,1.785,220009392,121842,4781
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,0,1,0,11764,1.868,229003408,121842,4850
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,0,1,0,11764,1.905,227559928,121842,4889
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,0,1,0,11764,1.87,223464976,121842,4850
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,1,0,1,12264,1.78,224849808,105353,4803
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,1,0,1,12264,1.876,236607816,105355,4817
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,1,0,1,12264,1.817,234015464,105352,4811
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,1,0,1,12264,1.813,228561072,105353,4835
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,1,0,1,12264,1.652,226484856,105356,5768
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,1,1,1,0,12264,1.843,232981488,105355,4850
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,1,1,1,0,12264,1.838,223035408,105354,4878
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,1,1,1,0,12264,2.709,220815816,105355,4829
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,1,1,1,0,12264,1.891,223264640,105355,4830
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,1,1,1,0,12264,1.866,255122120,105354,4855
serac-cryptosis-6f27ee5,0,2885,22,119,775,26,0,1,1,1,12264,1.844,231746240,105352,4862
serac-cryptosis-6f27ee5,1,2885,22,119,775,26,0,1,1,1,12264,1.874,236128336,105355,4797
serac-cryptosis-6f27ee5,2,2885,22,119,775,26,0,1,1,1,12264,1.664,231139264,105355,4861
serac-cryptosis-6f27ee5,3,2885,22,119,775,26,0,1,1,1,12264,2.001,246147272,105352,4790
serac-cryptosis-6f27ee5,4,2885,22,119,775,26,0,1,1,1,12264,1.747,225499376,105356,4826
oleg-nenashev-groovy-sandbox-d48b8b0,0,364,2,16,62,2,1,1,0,1,11764,34.857,78333576,44311,8290
oleg-nenashev-groovy-sandbox-d48b8b0,1,364,2,16,62,2,1,1,0,1,11764,33.449,78448376,44318,8155
oleg-nenashev-groovy-sandbox-d48b8b0,2,364,2,16,62,2,1,1,0,1,11764,34.961,78448352,44314,8003
oleg-nenashev-groovy-sandbox-d48b8b0,3,364,2,16,62,2,1,1,0,1,11764,31.075,78358760,44317,7195
oleg-nenashev-groovy-sandbox-d48b8b0,4,364,2,16,62,2,1,1,0,1,11764,30.568,78465128,44319,7139
oleg-nenashev-groovy-sandbox-d48b8b0,0,364,2,16,62,2,1,0,1,1,11764,34.645,78335704,49571,8114
oleg-nenashev-groovy-sandbox-d48b8b0,1,364,2,16,62,2,1,0,1,1,11764,34.679,78445216,49575,7964
oleg-nenashev-groovy-sandbox-d48b8b0,2,364,2,16,62,2,1,0,1,1,11764,34.431,78339184,49572,8409
oleg-nenashev-groovy-sandbox-d48b8b0,3,364,2,16,62,2,1,0,1,1,11764,34.705,78359320,49574,8162
oleg-nenashev-groovy-sandbox-d48b8b0,4,364,2,16,62,2,1,0,1,1,11764,34.638,78337768,49571,7974
oleg-nenashev-groovy-sandbox-d48b8b0,0,364,2,16,62,2,1,0,0,0,11764,38.203,85147016,49573,8067
oleg-nenashev-groovy-sandbox-d48b8b0,1,364,2,16,62,2,1,0,0,0,11764,32.346,77958296,49574,8283
oleg-nenashev-groovy-sandbox-d48b8b0,2,364,2,16,62,2,1,0,0,0,11764,38.549,84803480,49577,7983
oleg-nenashev-groovy-sandbox-d48b8b0,3,364,2,16,62,2,1,0,0,0,11764,31.037,77889776,49572,7172
